Case Number,Month_classifier,Year_classified,Type_classified,Country_classified,Area,Location,Activity_classified,Sex_classified,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Fatal_classified
1996.04.07,April,1996,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,JCOnline,1996.04.07-Silva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.04.07-Silva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.04.07-Silva.pdf,1996.04.07,1996.04.07,3993.0,Yes
1996.03.05,March,1996,Unprovoked,Australia,Queensland,Heron Island,Swimming,F,"Advertiser, 3/6/1996, p.9; Daily Mail (London), 3/9/1996 ",1996.03.05-Hotchkiss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.05-Hotchkiss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.05-Hotchkiss.pdf,1996.03.05,1996.03.05,3992.0,No
1996.03.00,March,1996,Unprovoked,Australia,New South Wales,Lord Howe Island,Fishing,M,"J. Royle, et. al. (1997)",1996.03.00-LordHoweIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.00-LordHoweIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.00-LordHoweIsland.pdf,1996.03.00,1996.03.00,3991.0,No
1996.02.26,February,1996,Unprovoked,Australia,New South Wales,"Charles Street Wharf, Parramatta River",not specified,M,"Daily Telegraph, 2/29/1996, p.5; H. Edwards, pp.31-32",1996.02.26-Good.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.26-Good.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.26-Good.pdf,1996.02.26,1996.02.26,3990.0,No
1996.02.19.R,February,1996,Provoked,Usa,Missouri,St. Louis,Swimming,F,"Deseret News, 2/19/1996; European Stars and Stripes, 2/20/1996",1996.02.19.R-Peters.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.19.R-Peters.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.19.R-Peters.pdf,1996.02.19.R,1996.02.19.R,3989.0,No
1996.02.10.c,February,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,not specified,M,"Sunday Mail (QLD), 2/11/1996, p.28",1996.02.10.c-PNGfather.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.c-PNGfather.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.c-PNGfather.pdf,1996.02.10.c,1996.02.10.c,3988.0,Yes
1996.02.10.b,February,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,not specified,No specified,"Sunday Mail (QLD), 2/11/1996, p.28",1996.02.10.b-CollegeStuden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.b-CollegeStuden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.b-CollegeStuden.pdf,1996.02.10.b,1996.02.10.b,3987.0,No
1996.02.10.a,February,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,Diving,No specified,"Sunday Mail (QLD), 2/11/1996, p.28",1996.02.10.a-PNGschoolboy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.a-PNGschoolboy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.10.a-PNGschoolboy.pdf,1996.02.10.a,1996.02.10.a,3986.0,Yes
1996.02.05,February,1996,Sea Disaster,Dominican Republic,12 miles off the north coast,Boeing 757 enroute from Porta Plata,Boeing,No specified,Press reports,1996.02.05-aircraftDominican.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.05-aircraftDominican.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.05-aircraftDominican.pdf,1996.02.05,1996.02.05,3985.0,Yes
1996.02.04,February,1996,Unprovoked,Australia,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,"The Advertiser, 2/6/1996, p.2; Daily Telegraph, 2/5/1996, p.9",1996.02.04-boy-7.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.04-boy-7.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.04-boy-7.pdf,1996.02.04,1996.02.04,3984.0,No
1996.01.23,January,1996,Provoked,Usa,Florida,"Florida Keys, Monroe County",Wading,M,"Miami Herald, 1/25/1996",1996.01.23-Riley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.23-Riley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.23-Riley.pdf,1996.01.23,1996.01.23,3983.0,No
1996.01.22,January,1996,Unprovoked,Australia,Queensland,"Brown's Inlet, Broadwater",Swimming,F,"Daily Telegraph, 1/23/1996, p.3",1996.01.22-Cox.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.22-Cox.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.22-Cox.pdf,1996.01.22,1996.01.22,3982.0,No
1996.01.16,January,1996,Unprovoked,Usa,Hawaii,"KaelekiI Point, Maui",Swimming,M,"G. Ambrose, pp.48-53",1996.01.16-Rogowicz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.16-Rogowicz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.16-Rogowicz.pdf,1996.01.16,1996.01.16,3981.0,No
1996.01.14.b,January,1996,Unprovoked,Australia,Western Australia,"Mutton Bird Island, Albany",not specified,No specified,"T. Peake, GSAF",1996.01.14.b-NV-Marris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.14.b-NV-Marris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.14.b-NV-Marris.pdf,1996.01.14.b,1996.01.14.b,3980.0,No
1996.01.12,January,1996,Something in a boat activitie,Australia,New South Wales,Eight-mile reef off Port Kembla,Chumming,No specified,"Sunday Mail, 1/14/1996, p.2; A. MacCormick, pp.95-96",1996.01.12-MiniHaaHaar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.12-MiniHaaHaar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.12-MiniHaaHaar.pdf,1996.01.12,1996.01.12,3979.0,No
1996.01.10,January,1996,Unprovoked,Reunion,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,M,"Clicanoo, le journal  de l'Ile de la Réunion",1996.01.10-Beneche.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.10-Beneche.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.10-Beneche.pdf,1996.01.10,1996.01.10,3978.0,Yes
1996.00.00.b,no record,1996,Unprovoked,Fiji,Taveuni,Not specified,not specified,M,"R. Weeks, GSAF; Otago Daily Times, 6/18/1997",1996.00.00.b-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.00.00.b-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.00.00.b-Fiji.pdf,1996.00.00.b,1996.00.00.b,3977.0,Yes
1996.00.00.a,no record,1996,Unprovoked,Usa,North Carolina,Not specified,Surfing,M,SAF,1996.00.00.a-NV-NorthCarolina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.00.00.a-NV-NorthCarolina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.00.00.a-NV-NorthCarolina.pdf,1996.00.00.a,1996.00.00.a,3976.0,No
1995.12.18,December,1995,Unprovoked,Usa,Hawaii,Southwest of O'ahu,not specified,M,G. Balazs,1995.12.18-NV-Taniyama.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.12.18-NV-Taniyama.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.12.18-NV-Taniyama.pdf,1995.12.18,1995.12.18,3975.0,No
1995.11.29,November,1995,Unprovoked,New Zealand,"Chatham Islands, east of New  Zealand",Not specified,Divinggathering,M,"R.D. Weeks, GSAF",1995.11.29-Scollay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.29-Scollay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.29-Scollay.pdf,1995.11.29,1995.11.29,3974.0,No
1995.11.25.b,November,1995,Invalid,Usa,Hawaii,"Ha'ena, Kaua'i",not specified,M,G. Balazs,1995.11.25.b-NV-Olanolan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.25.b-NV-Olanolan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.25.b-NV-Olanolan.pdf,1995.11.25.b,1995.11.25.b,3973.0,not specified
1995.11.25.a,November,1995,Unprovoked,Not specified,Not specified,Not specified,not specified,M,CNN,1995.11.25.a-Mayo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.25.a-Mayo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.25.a-Mayo.pdf,1995.11.25.a,1995.11.25.a,3972.0,No
1995.11.17,November,1995,Unprovoked,Australia,Queensland,Great Keppel Island,not specified,M,"A. Brenneka, sharkattacksurvivors.com",1995.11.17-Giordan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.17-Giordan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.17-Giordan.pdf,1995.11.17,1995.11.17,3971.0,No
1995.10.28.R,October,1995,Unprovoked,Usa,Florida,Not specified,Boogieboarding,M,"Flagler/Palm Coast News Tribune, 10/28/1995",1995.10.28.R-Beyrer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.28.R-Beyrer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.28.R-Beyrer.pdf,1995.10.28.R,1995.10.28.R,3970.0,No
1995.10.21,October,1995,Unprovoked,Usa,Florida,"North Beach, St. Lucie County",Surfing,M,"I. Nordemar, Fort Pierce Tribune, 10/25/1995",1995.10.21-Foley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.21-Foley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.21-Foley.pdf,1995.10.21,1995.10.21,3969.0,No
1995.10.11,October,1995,Unprovoked,Australia,Queensland,"Pialba, Hervey Bay",Playingstanding,F,"Herald Sun, 10/12/1995, p.9",1995.10.11-Mott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.11-Mott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.11-Mott.pdf,1995.10.11,1995.10.11,3968.0,No
1995.10.01,October,1995,Unprovoked,Usa,Florida,"Ormond Beach, Volusia County",Surfing,M,"Orlando Sentinel, 10/2/1995, p. C1; Ocala Star Banner, 10/3/1995",1995.10.01-Massfeller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.01-Massfeller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.01-Massfeller.pdf,1995.10.01,1995.10.01,3967.0,No
1995.09.30.b,September,1995,Unprovoked,Usa,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,"St. Petersburg Times, 10/3/1995",1995.09.30.b-Grace.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.30.b-Grace.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.30.b-Grace.pdf,1995.09.30.b,1995.09.30.b,3966.0,No
1995.09.30.a,September,1995,Unprovoked,Usa,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,"The Palm Beach Post, 10/1/1995",1995.09.30.a-Evans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.30.a-Evans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.30.a-Evans.pdf,1995.09.30.a,1995.09.30.a,3965.0,No
1995.09.28,September,1995,Unprovoked,Usa,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,"R. Collier, pp.153-154",1995.09.28-Sullivan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.28-Sullivan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.28-Sullivan_Collier.pdf,1995.09.28,1995.09.28,3964.0,No
1995.09.19.,September,1995,Unprovoked,Usa,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,"Orlando Sentinel, 9/20/1995, p.C.3",1995.09.19-Korth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.19-Korth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.19-Korth.pdf,1995.09.19.,1995.09.19.,3963.0,No
1995.09.17,September,1995,Unprovoked,Usa,Florida,"Daytona Beach, Volusia County",Swimming,F,"S. Petersohn, GSAF; Orlando Sentinel, 9/18/1995, p.C.3",1995.09.17-Varney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.17-Varney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.17-Varney.pdf,1995.09.17,1995.09.17,3962.0,No
1995.09.16,September,1995,Unprovoked,Reunion,Saint-Denis,Not specified,Bodyboarding,M,"LeQuotidien, 12/4/1999",1995.09.16-Pruneaux.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.16-Pruneaux.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.16-Pruneaux.pdf,1995.09.16,1995.09.16,3961.0,Yes
1995.09.13,September,1995,Unprovoked,Usa,Florida,"Alligator Reef, off Islamorada, Monroe County",Scubadiving,M,"G. Hubbell; J. Castro; Ocala Star-Banner, 9/22/1995; Orlando Sentinel, 9/23/1995, p.D1
",1995.09.13-Covert.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.13-Covert.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.13-Covert.pdf,1995.09.13,1995.09.13,3960.0,Yes
1995.09.11,September,1995,Unprovoked,Australia,Western Australia,"Honeymoon Island, near Hopetown",Abalonedivingusinghookahnearcalving,M,"The Advertiser, 9/13/1995, p.2; H. Edwards, pp.1-8",1995.09.11-Weir.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.11-Weir.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.11-Weir.pdf,1995.09.11,1995.09.11,3959.0,Yes
1995.09.03.b,September,1995,Unprovoked,Usa,California,"Shelter Cove, Humboldt County",Abalonedivingusinghookahresting,M,"R. Collier, pp.151-153",1995.09.03-Hillenburg_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.03-Hillenburg_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.03-Hillenburg_Collier.pdf,1995.09.03.b,1995.09.03.b,3958.0,No
1995.09.03.a,September,1995,Invalid,Usa,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,"Wilmington MorningStar, 9/5/1995",1995.09.03.a-BaldHead.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.03.a-BaldHead.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.03.a-BaldHead.pdf,1995.09.03.a,1995.09.03.a,3957.0,not specified
1995.08.31.b,August,1995,Unprovoked,Usa,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,"Fort Pierce Tribune, 9/1/1995",1995.08.31.b-Cablish.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.31.b-Cablish.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.31.b-Cablish.pdf,1995.08.31.b,1995.08.31.b,3956.0,No
1995.08.31.a,August,1995,Unprovoked,Usa,South Carolina,"Myrtle Beach, Horry County",not specified,M,"The State (Colombia, SA) 9/1/1995; Charlotte Observer, 9/2/1995, p.4C",1995.08.31.a-Hall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.31.a-Hall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.31.a-Hall.pdf,1995.08.31.a,1995.08.31.a,3955.0,No
1995.08.27,August,1995,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Surfing,M,JCOnline,1995.08.27-AluisioFranciscoDeSilvaFilho.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.27-AluisioFranciscoDeSilvaFilho.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.27-AluisioFranciscoDeSilvaFilho.pdf,1995.08.27,1995.08.27,3954.0,No
1995.08.26/b,August,1995,Unprovoked,Usa,Florida,"Crescent Beach, St. Johns County",Surfing,M,"Gainsville Sun, 8/30/1995",1995.08.26.b-Korth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.26.b-Korth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.26.b-Korth.pdf,1995.08.26/b,1995.08.26/b,3953.0,No
1995.08.26.a,August,1995,Unprovoked,Usa,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,"S. Petersohn, GSAF; C. Lancaster, Orlando Sentinel, 8/27/1995, p.B5; Ocala Star Banner, 8/28/1995",1995.08.26.a-DwightIrvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.26.a-DwightIrvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.26.a-DwightIrvin.pdf,1995.08.26.a,1995.08.26.a,3952.0,No
1995.08.25,August,1995,Unprovoked,Usa,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,"Charlotte Observer, 8/27/1995, p.2B",1995.08.25-Greenwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.25-Greenwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.25-Greenwood.pdf,1995.08.25,1995.08.25,3951.0,No
1995.08.22.c,August,1995,Unprovoked,Usa,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,M,"C. Creswell, GSAF",1995.08.22.b-Hall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.22.b-Hall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.22.b-Hall.pdf,1995.08.22.c,1995.08.22.c,3950.0,No
1995.08.22.a,August,1995,Unprovoked,Usa,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,"C. Lancaster, Orlando Sentinel, 8/24/1995, p.D1",1995.08.22.a-Barzo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.22.a-Barzo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.22.a-Barzo.pdf,1995.08.22.a,1995.08.22.a,3949.0,No
1995.08.21,August,1995,Unprovoked,Usa,North Carolina,Cape Lookout Bight,Diving,No specified,"C. Creswell, GSAF",1995.08.21-CapeLookoutBight.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.21-CapeLookoutBight.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.21-CapeLookoutBight.pdf,1995.08.21,1995.08.21,3948.0,No
1995.08.19,August,1995,Unprovoked,Tonga,Vavau,Near Tapana Island,Fishing,M,"S. Fonea, M.D.",1995.08.19-Lile.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.19-Lile.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.19-Lile.pdf,1995.08.19,1995.08.19,3947.0,No
1995.08.15,August,1995,Unprovoked,Usa,Florida,"Daytona Beach, Volusia County ",Wading,M,"S. Petersohn, GSAF; Bradenton Herald & Ocala Star Banner, 8/17/1995; London Daily Star, 8/19/1995",1995.08.15-Oatley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.15-Oatley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.15-Oatley.pdf,1995.08.15,1995.08.15,3946.0,No
1995.08.13.a,August,1995,Invalid,Usa,North Carolina,"Emerald Isle, Carteret County",Swimming,M,"J. L. Almeida, M.D.",1995.08.13.a-Dickens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.13.a-Dickens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.13.a-Dickens.pdf,1995.08.13.a,1995.08.13.a,3945.0,not specified
1995.08.10.b,August,1995,Unprovoked,Usa,Florida,"Ponce Inlet, Volusia County",Surfing,M,"News-Journal, 8/11/1995",1995.08.10.b-PonceInlet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.10.b-PonceInlet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.10.b-PonceInlet.pdf,1995.08.10.b,1995.08.10.b,3944.0,No
1995.08.10.a,August,1995,Unprovoked,Usa,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",Riding,F,"Charlotte Observer, 8/12/1995, p.1C; C . Creswell, GSAF",1995.08.10.a-Venus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.10.a-Venus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.10.a-Venus.pdf,1995.08.10.a,1995.08.10.a,3943.0,No
1995.08.07,August,1995,Unprovoked,Usa,Florida,"Ponce de Leon Inlet, Volusia County ",Bodyboarding,M,"S. Petersohn, GSAF; Orlando Sentinel, 8/9/1995, p.C.1; Miami Herald, 8/9/1995",1995.08.07-MattSturgis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.07-MattSturgis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.07-MattSturgis.pdf,1995.08.07,1995.08.07,3942.0,No
1995.08.01,August,1995,Invalid,Tonga,Vavau,Neiafu,Fishing,M,"J. McManus, M. Levine, GSAF",1995.08.01-McManus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.01-McManus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.01-McManus.pdf,1995.08.01,1995.08.01,3941.0,not specified
1995.08.00,August,1995,Invalid,Usa,California,"Carmel, Monterey County",Diving,M,"Reported in Oct issue of Diver magazine, possibly confused with Marco Flagg incident",1995.08.00-Carme.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.00-Carme.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.08.00-Carme.pdf,1995.08.00,1995.08.00,3940.0,not specified
1995.07.28.e,July,1995,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,"P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",1995.07.28.e-male-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.e-male-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.e-male-surfer.pdf,1995.07.28.e,1995.07.28.e,3939.0,No
1995.07.28.d,July,1995,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,"C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995; P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",1995.07.28.d-male-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.d-male-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.d-male-surfer.pdf,1995.07.28.d,1995.07.28.d,3938.0,No
1995.07.28.c,July,1995,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,"S. Petersohn, GSAF; C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995; P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",1995.07.28.c-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.c-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.c-Moore.pdf,1995.07.28.c,1995.07.28.c,3937.0,No
1995.07.28.b,July,1995,Unprovoked,Usa,Florida,"New Smyrna Beach, Volusia County",Standing,M,"S. Petersohn, GSAF; C. Lancaster & M. Losey, Orlando Sentinel, 7/29/1995, p.A1;  P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",1995.07.28.b-Kozak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.b-Kozak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.b-Kozak.pdf,1995.07.28.b,1995.07.28.b,3936.0,No
1995.07.28.a,July,1995,Unprovoked,Usa,South Carolina,"Pawleys Island, Georgetown County",not specified,M,"C. Creswell, GSAF",1995.07.28.a-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.a-boy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.28.a-boy.pdf,1995.07.28.a,1995.07.28.a,3935.0,No
1995.07.24,July,1995,Unprovoked,Usa,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,"Charlotte Observer, 7/29/1995, p.3C",1995.07.24.a-PawleysIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.24.a-PawleysIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.24.a-PawleysIsland.pdf,1995.07.24,1995.07.24,3934.0,No
1995.07.23,July,1995,Unprovoked,Usa,Florida,"South Jetty, New Smyrna Beach, Volusia County",Bodyboarding,M,"P. LaMee, Orlando Sentinel, 8/12/1995, p.D.1",1995.07.23-NSB-bodyboarder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.23-NSB-bodyboarder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.07.23-NSB-bodyboarder.pdf,1995.07.23,1995.07.23,3933.0,No
